model,age,odo,fuel,color,price
쏘나타,28,33919,가솔린,gray,7.844240718141811
그랜저,60,59000,가솔린,black,7.696667081526462
쏘나타,122,113402,LPG,gray,6.214608098422191
K7,56,51287,가솔린,white,7.779466967458324
5시리즈,126,125000,디젤,black,7.1785454837637
아반떼,98,107293,디젤,gray,6.55250788703459
G80,45,94000,가솔린,gray,8.229777750081887
그랜저,102,131900,LPG,gray,7.003065458786462
7시리즈,154,110755,가솔린,gray,7.3658128372094716
그랜저,115,83000,가솔린,black,7.048386408721883
티구안,73,44400,디젤,white,7.237778191923443
K3,61,40000,가솔린,black,6.734591659972948
K7,82,26041,가솔린,white,7.438383530044307
쏘나타,75,152205,가솔린,white,7.114769448366463
7시리즈,208,170946,디젤,black,6.907755278982137
그랜저,117,170000,가솔린,black,6.673297967767654
그랜저,58,206028,hybrid,black,7.406103381237015
아반떼,128,86814,가솔린,white,6.042632833682381
크루즈,68,47774,가솔린,white,6.792344427470809
K7,63,42948,가솔린,black,7.5126175446745105
G80,39,56013,가솔린,black,8.33110454805304
티볼리,40,13287,디젤,black,7.280008252884188
3시리즈,114,100000,가솔린,gray,7.115582126184454
그랜저,184,144667,가솔린,black,5.968707559985366
A6,73,51167,디젤,white,7.969357742016346
5시리즈,113,76059,디젤,white,7.576097340623111
그랜저,59,88427,가솔린,gray,7.741099090035366
C클래스,85,114487,디젤,white,7.824445930877619
E클래스,105,105738,가솔린,white,7.421177528595393
K7,53,44283,가솔린,black,7.560601162768557
쏘나타,69,246043,LPG,white,6.580639137284949
A4,120,144092,디젤,gray,6.594413459749778
K5,120,198668,가솔린,gray,6.431331081933479
SM6,66,102539,가솔린,gray,7.106606137727303
E클래스,31,30069,가솔린,white,8.987196820661973
크루즈,90,132458,가솔린,gray,6.274762021241939
K7,97,160075,가솔린,white,6.985641817639208
쏘나타,94,169167,LPG,black,6.792344427470809
K5,22,8200,가솔린,black,7.937731775260109
3시리즈,90,201324,디젤,white,7.244941546337007
7시리즈,73,190000,디젤,black,8.35490952835879
그랜저,97,158850,LPG,black,6.957497370876951
K3,83,125602,가솔린,white,6.928537818164665
G80,63,170698,가솔린,black,7.645397699428633
K7,131,176385,가솔린,black,6.447305862541213
그랜저,107,31154,가솔린,black,7.155396301896734
아반떼,44,18489,가솔린,white,7.244941546337007
K5,59,92823,가솔린,gray,7.565793282428515
쏘나타,181,170167,가솔린,gray,5.703782474656201
K7,33,147952,LPG,black,7.462214939768189
그랜저,194,173927,LPG,white,5.739792912179234
그랜저,86,65858,가솔린,white,7.490529402060711
코란도,105,132000,디젤,white,6.3818160174060985
쏘나타,31,11330,가솔린,white,7.804251383528112
쏘나타,114,92906,LPG,white,6.309918278226516
E클래스,76,160473,디젤,gray,7.415175109613295
K5,92,120000,LPG,gray,6.8885724595653635
C클래스,109,104087,디젤,gray,7.0825485693553
그랜저,44,23649,가솔린,black,7.8826922062890254
E클래스,73,82641,디젤,gray,7.8636512654486515
아반떼,92,140000,가솔린,white,6.493753839851687
쏘나타,93,112000,LPG,white,7.065613363597717
크루즈,110,87999,가솔린,gray,6.309918278226516
A6,126,133870,가솔린,black,7.02197642307216
쏘나타,101,204817,LPG,gray,6.447305862541213
티볼리,76,150000,디젤,white,6.976348070447749
7시리즈,236,220000,가솔린,black,6.478509642208569
G80,22,8400,가솔린,black,8.698013622083925
C클래스,48,33022,디젤,gray,7.989899374942939
K7,72,139376,가솔린,black,7.346655163176539
K5,78,110000,LPG,white,7.1316985104669115
크루즈,117,93199,가솔린,gray,5.968707559985366
그랜저,57,40000,가솔린,white,7.762596048540069
그랜저,80,131808,가솔린,black,7.1316985104669115
아반떼,68,130558,가솔린,white,6.478509642208569
K7,66,139938,LPG,gray,7.307202314764738
골프,129,98347,가솔린,black,7.00397413672268
코란도,9,252,가솔린,gray,7.8713112033234065
그랜저,32,27300,hybrid,black,8.068089626278244
티구안,45,21655,디젤,white,7.969357742016346
그랜저,170,340000,LPG,black,5.198497031265826
그랜저,54,80000,가솔린,gray,7.7102051944325325
그랜저,61,114516,가솔린,gray,7.52294091807237
S클래스,53,76953,가솔린,black,9.660842578559068
그랜저,130,117075,가솔린,black,6.673297967767654
아반떼,141,198726,hybrid,white,5.8888779583328805
그랜저,131,117259,가솔린,gray,6.994849985833071
그랜저,102,82633,가솔린,black,7.280008252884188
쏘나타,64,76002,가솔린,gray,7.307202314764738
S클래스,167,104039,가솔린,black,7.409136443920128
아반떼,68,96627,가솔린,white,6.994849985833071
쏘나타,23,14443,가솔린,gray,8.039157390473237
G80,61,73256,가솔린,black,8.036249942132116
5시리즈,49,38609,디젤,gray,8.444837529224097
G70,37,25000,가솔린,black,8.343077871169383
티볼리,56,50000,가솔린,white,7.2305631534092925
파사트,88,119376,디젤,gray,6.994849985833071
티구안,119,126890,디젤,black,6.814542897259958
쏘나타,184,201243,가솔린,black,5.602118820879701
SM6,58,229748,디젤,gray,6.55250788703459
파사트,87,159539,디젤,black,6.78105762593618
S클래스,81,257285,가솔린,black,8.291797105048733
그랜저,97,194208,LPG,black,6.898714534329988
그랜저,106,180469,가솔린,gray,6.78105762593618
그랜저,62,95000,LPG,white,7.85979918056211
K7,110,149306,가솔린,gray,6.7580945044277305
말리부,60,90125,가솔린,white,7.208600337960199
K7,58,73819,가솔린,black,7.650168700845001
그랜저,57,84887,가솔린,gray,7.544861068658458
K3,86,99000,디젤,white,6.621405651764134
쏘나타,92,167837,가솔린,black,6.68586094706836
C클래스,83,111632,디젤,white,7.930565854233965
크루즈,66,53430,가솔린,black,6.7226297948554485
SM6,26,15300,가솔린,gray,7.741099090035366
쏘나타,161,110000,가솔린,gray,6.066108090103747
SM6,60,65000,가솔린,gray,7.43307534889858
A6,80,73774,디젤,white,7.85979918056211
파사트,94,105226,디젤,gray,6.994849985833071
아반떼,86,48000,가솔린,white,6.957497370876951
5시리즈,60,37848,디젤,black,8.373553741214627
골프,156,79669,가솔린,white,6.7464121285733745
코란도,108,49214,디젤,white,6.878326468291325
K7,49,48510,가솔린,black,7.779466967458324
C클래스,13,4048,디젤,gray,8.497194544909547
크루즈,76,110206,디젤,black,6.311734809152915
쏘나타,121,114677,가솔린,gray,6.431331081933479
쏘나타,107,108000,LPG,black,6.594413459749778
아반떼,54,97200,가솔린,white,6.976348070447749
그랜저,63,91774,가솔린,black,7.560601162768557
쏘나타,76,129210,가솔린,gray,6.769641976852503
티볼리,17,14354,가솔린,white,7.65491704784832
말리부,34,20208,가솔린,black,7.791935956938058
아반떼,59,105179,가솔린,white,7.0825485693553
아반떼,57,116688,가솔린,white,6.994849985833071
그랜저,47,38200,LPG,white,7.955425088912672
K3,46,65782,가솔린,white,7.479299637782834
A7,72,56998,디젤,white,8.400884069015854
K7,61,59513,가솔린,black,7.919719760924575
K5,141,121000,가솔린,black,6.398594934535208
그랜저,51,29000,LPG,white,7.741099090035366
말리부,53,76837,가솔린,black,7.523481312573497
쏘나타,134,150237,가솔린,gray,5.942799375126701
K5,125,110211,가솔린,black,6.508769136971682
쏘나타,99,183000,LPG,gray,6.415096959171596
S클래스,45,68151,가솔린,black,9.113939597689829
그랜저,44,63584,가솔린,black,7.682943169878292
K7,111,160000,가솔린,black,6.90875477931522
E클래스,182,125746,가솔린,white,6.508769136971682
티구안,155,161041,디젤,white,6.447305862541213
그랜저,57,47816,가솔린,gray,7.762596048540069
G80,58,86106,가솔린,black,8.086717920303906
A8,77,92387,가솔린,black,8.407601514786142
S클래스,56,17372,가솔린,black,9.137877200242468
그랜저,62,149582,가솔린,black,7.293697720601438
그랜저,109,135053,가솔린,black,6.85751406254539
E클래스,224,166850,가솔린,gray,5.771441123130016
K3,74,125000,가솔린,gray,6.985641817639208
A6,77,99000,디젤,white,7.844240718141811
C클래스,104,156730,디젤,white,6.792344427470809
G80,62,101499,가솔린,white,8.157943507105037
그랜저,106,210000,LPG,black,6.684611727667927
그랜저,54,56832,LPG,black,7.803843303538772
쏘나타,55,30593,가솔린,white,7.544861068658458
K7,64,100712,LPG,black,7.27931883541462
그랜저,58,96377,가솔린,gray,7.596392304064196
SM6,69,100000,가솔린,white,7.2305631534092925
아반떼,81,67070,가솔린,gray,6.792344427470809
그랜저,39,67103,가솔린,black,7.762596048540069
K5,53,117967,LPG,black,6.898714534329988
K5,98,183331,LPG,black,6.508769136971682
G80,48,45487,가솔린,white,8.289288323000317
G80,68,64000,가솔린,gray,7.762596048540069
코란도,89,36156,디젤,black,6.907755278982137
A8,73,88312,디젤,gray,8.45531778769815
아반떼,33,41179,가솔린,white,7.3777589082278725
쏘나타,207,115091,가솔린,black,4.948759890378168
G80,22,18127,가솔린,black,8.921457578947884
그랜저,57,42094,가솔린,gray,7.495541943884256
쏘나타,74,142294,LPG,white,7.115582126184454
E클래스,114,225929,디젤,black,6.93828448401696
5시리즈,26,12431,가솔린,white,8.54110501146255
아반떼,79,79000,가솔린,white,6.994849985833071
그랜저,161,249370,LPG,black,5.831882477283517
쏘나타,147,75417,가솔린,white,6.431331081933479
그랜저,91,159243,LPG,white,6.836259277277067
G80,62,62656,가솔린,black,8.11701408773731
K5,103,61658,hybrid,gray,7.0825485693553
7시리즈,73,135570,디젤,black,8.476371196895983
A4,126,117423,디젤,white,7.030857476116121
그랜저,162,115622,가솔린,black,6.042632833682381
그랜저,47,100688,가솔린,black,7.7102051944325325
A6,126,170459,가솔린,gray,6.522092798170152
K3,103,38951,가솔린,white,7.0825485693553
그랜저,57,25336,가솔린,black,7.736743682453495
그랜저,87,143201,디젤,black,7.139660335964919
그랜저,63,100000,가솔린,gray,7.630946580890459
K7,31,65366,LPG,gray,8.039157390473237
그랜저,105,144317,가솔린,black,6.68586094706836
C클래스,142,117336,가솔린,white,6.769641976852503
K5,16,3235,가솔린,white,8.055475141757274
SM6,71,55478,가솔린,gray,7.307202314764738
티볼리,60,56296,가솔린,black,7.237778191923443
S클래스,82,129000,디젤,gray,8.610865667278873
E클래스,67,63653,디젤,white,8.347827345782498
G80,64,157179,가솔린,gray,7.85979918056211
C클래스,48,92868,가솔린,black,8.049107721326406
그랜저,60,64942,가솔린,black,7.67368812926773
K5,101,96247,가솔린,white,6.85751406254539
A8,137,199200,가솔린,gray,7.1316985104669115
쏘나타,94,160429,가솔린,black,6.836259277277067
A6,96,142500,디젤,gray,7.170888478512505
크루즈,48,43572,가솔린,white,7.266128779556451
A6,91,181572,디젤,black,7.170119543449628
E클래스,74,66071,가솔린,gray,8.069655306886165
E클래스,149,161000,가솔린,gray,5.916202062607435
그랜저,27,8472,가솔린,gray,8.125926802707886
E클래스,96,52611,가솔린,gray,7.749753406274437
쏘나타,56,77858,가솔린,black,7.346655163176539
아반떼,53,36406,가솔린,white,7.313886831633462
K5,111,138060,가솔린,white,6.659293919683638
K5,61,49262,가솔린,black,7.396948602621014
쏘나타,182,240000,디젤,gray,5.075173815233827
5시리즈,23,22961,디젤,black,8.575650760987806
그랜저,163,197000,가솔린,white,5.638354669333745
7시리즈,191,130477,가솔린,gray,6.621405651764134
그랜저,122,124011,가솔린,black,6.85751406254539
쏘나타,186,136632,가솔린,white,5.638354669333745
A7,92,52179,가솔린,black,8.006367567650246
그랜저,47,86326,가솔린,black,7.640603826393634
E클래스,56,127370,디젤,white,8.11102783819368
G80,38,16910,가솔린,white,8.434028950155469
G80,49,72383,가솔린,gray,8.128880142125638
아반떼,58,34265,가솔린,white,7.1316985104669115
그랜저,56,173323,hybrid,black,7.372118028337787
K7,48,43176,디젤,black,7.732369222284388
아반떼,123,69002,가솔린,black,6.836259277277067
K5,57,34241,가솔린,black,7.208600337960199
A4,119,140000,가솔린,white,6.846943139585379
K7,30,54887,가솔린,gray,8.02322468471667
E클래스,98,88508,가솔린,gray,7.732369222284388
A6,69,88976,디젤,gray,7.905072849498666
K7,72,159607,가솔린,black,7.215239978730097
3시리즈,97,134000,디젤,white,7.346655163176539
쏘나타,139,161372,LPG,black,5.8888779583328805
말리부,58,29544,가솔린,white,7.307202314764738
아반떼,58,81654,가솔린,gray,7.1316985104669115
E클래스,45,30734,가솔린,black,8.621733370690162
K5,57,64965,가솔린,black,7.390798521735676
쏘나타,193,235925,LPG,white,5.638354669333745
S클래스,47,190000,가솔린,black,7.340186835320115
코란도,86,105914,가솔린,white,6.792344427470809
쏘나타,179,168000,LPG,white,5.564520407322694
G80,43,75493,가솔린,black,8.268731832117737
C클래스,47,29074,디젤,white,8.210939733379021
그랜저,109,209000,가솔린,black,6.792344427470809
아반떼,67,29000,가솔린,gray,7.0825485693553
A6,102,177000,디젤,white,7.057036981697891
G80,53,66104,가솔린,black,7.969357742016346
말리부,35,25600,가솔린,black,7.749753406274437
아반떼,94,101589,가솔린,white,6.7464121285733745
크루즈,72,81817,디젤,white,6.802394763324311
A4,143,175681,가솔린,black,6.293419278846481
E클래스,50,72933,가솔린,gray,8.216358332386156
K5,56,35600,LPG,gray,7.313220387090301
골프,102,148543,디젤,white,6.8679744089702925
E클래스,59,77825,디젤,black,8.33110454805304
K3,99,93000,가솔린,white,6.364750756851911
그랜저,45,81988,가솔린,black,7.596392304064196
E클래스,141,130000,가솔린,white,7.151485463904735
C클래스,109,220000,디젤,black,6.878326468291325
그랜저,104,133910,가솔린,gray,6.878326468291325
5시리즈,54,100294,디젤,gray,8.202756381655638
코란도,33,44592,디젤,gray,7.534228326274089
아반떼,44,78239,LPG,black,6.994849985833071
그랜저,152,277478,LPG,black,5.673323267171493
그랜저,86,104163,가솔린,white,7.346655163176539
K5,57,100721,LPG,black,6.878326468291325
K5,92,162734,가솔린,black,6.594413459749778
쏘나타,145,140000,가솔린,black,6.19644412779452
5시리즈,105,94466,디젤,white,7.591357046698551
그랜저,59,90000,hybrid,black,7.989899374942939
쏘나타,61,81296,가솔린,black,7.237778191923443
그랜저,62,91253,가솔린,black,7.804251383528112
아반떼,73,79882,가솔린,black,7.074116816197362
크루즈,58,84000,가솔린,black,7.039660349862076
7시리즈,154,171496,가솔린,black,7.223295679562314
그랜저,47,60992,가솔린,gray,7.7102051944325325
티구안,156,189461,디젤,white,6.478509642208569
K7,111,100000,가솔린,black,6.994849985833071
그랜저,60,51800,가솔린,gray,7.640603826393634
C클래스,122,96047,디젤,white,7.783640596221253
K5,138,122000,LPG,black,6.53813982376767
그랜저,119,178000,LPG,black,6.85751406254539
그랜저,116,59219,가솔린,black,7.048386408721883
G80,36,37234,가솔린,black,8.357259153499912
코란도,82,75419,디젤,white,7.111512116496157
SM6,56,46334,가솔린,white,7.495541943884256
아반떼,94,36700,가솔린,gray,6.898714534329988
아반떼,57,173863,가솔린,white,6.621405651764134
그랜저,97,63282,hybrid,gray,7.450660796211539
그랜저,148,150736,가솔린,gray,5.802118375377063
티구안,76,121674,디젤,black,7.208600337960199
K7,60,103642,가솔린,black,7.496097345175956
K5,99,60000,가솔린,gray,6.566672429803241
말리부,48,35100,가솔린,white,7.576097340623111
E클래스,79,15373,가솔린,black,8.029758520440822
K5,63,69879,LPG,white,7.0909098220799835
그랜저,89,175951,디젤,black,6.898714534329988
K5,77,112288,가솔린,black,7.147559271189454
K3,85,61000,가솔린,white,6.792344427470809
쏘나타,142,126147,가솔린,gray,6.478509642208569
그랜저,56,243212,hybrid,black,7.300472814267799
K5,104,130131,가솔린,gray,6.673297967767654
아반떼,31,50054,가솔린,white,7.359467638255621
그랜저,133,163850,가솔린,gray,6.621405651764134
A6,92,97997,가솔린,gray,7.490529402060711
그랜저,55,91000,가솔린,black,7.438383530044307
5시리즈,29,23074,디젤,white,8.669227347271736
E클래스,48,39823,가솔린,black,8.366370301681654
말리부,79,111662,디젤,gray,6.478509642208569
K3,75,100000,가솔린,gray,7.00397413672268
아반떼,55,135175,가솔린,white,6.85751406254539
K7,58,42209,가솔린,black,7.576097340623111
G70,37,25850,가솔린,gray,8.197263371414335
아반떼,77,48564,가솔린,white,7.259116128097101
K5,115,194000,LPG,gray,6.3818160174060985
쏘나타,83,75160,가솔린,gray,7.030857476116121
A8,190,136457,가솔린,gray,6.311734809152915
쏘나타,182,122480,가솔린,gray,5.739792912179234
그랜저,46,29036,가솔린,white,7.901377353792616
G80,62,109000,가솔린,black,7.919719760924575
코란도,110,126683,디젤,black,7.02197642307216
쏘나타,22,16168,가솔린,gray,7.596392304064196
5시리즈,33,13420,가솔린,gray,8.610865667278873
K7,65,85796,LPG,gray,7.346655163176539
5시리즈,93,117253,디젤,white,7.62608275807238
그랜저,104,113000,가솔린,black,7.048386408721883
티구안,98,143844,디젤,white,7.048386408721883
쏘나타,56,43841,가솔린,black,7.372118028337787
쏘나타,87,96111,가솔린,white,7.0825485693553
아반떼,57,73524,가솔린,white,6.928537818164665
K5,72,194821,LPG,white,6.659293919683638
그랜저,45,80000,LPG,black,7.596392304064196
티볼리,60,79931,가솔린,gray,7.170119543449628
쏘나타,91,153818,LPG,gray,6.398594934535208
SM6,61,109497,디젤,gray,7.147559271189454
쏘나타,113,229012,가솔린,white,6.111467339502679
G80,56,151307,가솔린,black,7.799753318287247
K5,122,146384,hybrid,white,6.85751406254539
쏘나타,138,177000,가솔린,black,6.133398042996649
K7,96,132362,가솔린,black,7.107425474110705
아반떼,154,93000,가솔린,gray,5.771441123130016
K5,41,36036,LPG,white,7.333676395657684
쏘나타,52,69793,가솔린,black,7.372118028337787
쏘나타,140,109792,가솔린,gray,6.175867270105761
아반떼,35,32026,가솔린,white,7.353081920515432
K3,55,37433,가솔린,white,7.396335293800808
쏘나타,84,76472,가솔린,black,7.490529402060711
A6,122,91905,가솔린,gray,7.313220387090301
아반떼,57,50544,가솔린,white,7.2305631534092925
SM6,57,53592,가솔린,gray,7.074116816197362
E클래스,47,26000,가솔린,black,8.476579508530941
크루즈,116,143632,가솔린,gray,5.771441123130016
E클래스,116,144000,가솔린,gray,7.1316985104669115
쏘나타,140,118000,가솔린,gray,6.111467339502679
쏘나타,12,6310,가솔린,white,7.919719760924575
K7,49,83972,디젤,black,7.81237820598861
K5,49,59968,LPG,white,7.3783837129967145
E클래스,131,118923,가솔린,gray,6.85751406254539
5시리즈,51,82916,가솔린,gray,8.235095497258357
골프,144,190891,디젤,gray,6.154858094016418
코란도,104,104172,디젤,gray,7.02197642307216
아반떼,81,31522,가솔린,black,6.898714534329988
K7,42,37953,가솔린,black,7.754052639035757
E클래스,78,67619,디젤,white,8.045908742270779
5시리즈,51,34500,가솔린,white,8.507344855361422
G70,48,126000,가솔린,gray,7.90100705199242
3시리즈,147,137983,가솔린,black,7.24422751560335
K3,78,44324,디젤,white,6.957497370876951
K5,126,115116,hybrid,gray,6.836259277277067
K5,42,45849,가솔린,white,7.576097340623111
5시리즈,31,37824,디젤,white,8.431853144249223
쏘나타,66,148440,LPG,black,6.878326468291325
A6,153,157146,가솔린,gray,6.3473892096560105
K5,17,3300,가솔린,black,8.013343181386672
골프,142,155130,디젤,white,6.398594934535208
S클래스,169,137064,가솔린,black,7.193685818395112
K7,60,80000,디젤,black,7.67368812926773
코란도,131,90000,디젤,black,6.447305862541213
골프,190,295215,가솔린,white,6.133398042996649
3시리즈,178,83686,가솔린,gray,6.396929655216146
쏘나타,101,196434,LPG,gray,6.364750756851911
티볼리,52,34253,가솔린,white,7.259116128097101
코란도,98,84000,디젤,black,6.78105762593618
K7,42,19756,LPG,gray,7.844240718141811
쏘나타,170,156943,LPG,gray,5.860786223465865
K5,127,226585,hybrid,black,6.274762021241939
K5,45,72573,디젤,black,7.340186835320115
그랜저,60,63076,가솔린,black,7.560601162768557
K7,57,101034,가솔린,black,7.438971592395862
A6,80,129440,디젤,black,7.596392304064196
A6,127,170000,가솔린,gray,6.53813982376767
G80,55,144400,가솔린,gray,7.972810784121404
K5,114,105399,hybrid,white,6.966967138613983
쏘나타,59,129982,LPG,white,6.907755278982137
골프,131,45408,가솔린,black,7.115582126184454
K5,90,102550,가솔린,gray,7.01301578963963
티볼리,50,28842,디젤,white,7.456454555176209
5시리즈,121,118000,가솔린,white,7.340186835320115
그랜저,54,40000,가솔린,white,7.719129840906732
아반떼,99,135679,디젤,white,6.478509642208569
크루즈,60,90052,가솔린,white,6.825460036255307
7시리즈,168,200000,가솔린,black,6.214608098422191
그랜저,55,153698,가솔린,black,7.353081920515432
G80,21,8233,가솔린,white,8.823353485113792
아반떼,53,80584,가솔린,white,7.170888478512505
쏘나타,26,17780,LPG,white,7.820439515262181
아반떼,91,18000,가솔린,white,7.048386408721883
K5,80,52811,가솔린,white,7.450660796211539
A7,75,45847,디젤,white,8.33110454805304
3시리즈,155,134064,가솔린,gray,6.364750756851911
K5,55,600,hybrid,gray,7.438971592395862
5시리즈,124,165718,가솔린,white,7.02197642307216
아반떼,64,104502,가솔린,white,7.048386408721883
그랜저,48,104099,hybrid,black,7.852050207265889
아반떼,173,88910,가솔린,gray,6.042632833682381
아반떼,86,54197,가솔린,white,6.898714534329988
아반떼,50,75848,가솔린,white,6.673297967767654
E클래스,56,45137,가솔린,black,8.628913441026645
쏘나타,125,85851,가솔린,gray,6.476972362889683
그랜저,130,231863,LPG,black,6.398594934535208
그랜저,58,88007,hybrid,gray,7.901377353792616
말리부,55,45050,가솔린,black,7.313886831633462
A6,130,102000,가솔린,gray,6.53813982376767
S클래스,89,80000,가솔린,gray,8.716207971151853
코란도,83,78000,디젤,white,6.897704943128636
E클래스,35,20089,디젤,black,8.585038738311304
K5,87,91754,가솔린,white,6.85751406254539
5시리즈,98,127650,디젤,white,7.601402334583733
쏘나타,44,65757,가솔린,white,7.518064181233078
아반떼,136,143269,가솔린,gray,6.293419278846481
K5,140,197682,가솔린,gray,6.255750041753367
티구안,84,144003,디젤,black,7.237778191923443
그랜저,44,43637,가솔린,gray,7.779466967458324
그랜저,94,111006,가솔린,black,7.170888478512505
아반떼,156,94133,가솔린,gray,6.089044875446846
7시리즈,59,49227,가솔린,black,8.888894669371593
그랜저,58,44310,가솔린,other,7.762596048540069
코란도,73,32724,디젤,black,7.467942332285852
C클래스,122,159051,디젤,gray,6.846943139585379
쏘나타,56,65168,가솔린,black,7.372118028337787
그랜저,60,47772,가솔린,other,7.462214939768189
그랜저,104,137858,가솔린,black,6.985641817639208
코란도,96,119957,디젤,black,6.8885724595653635
그랜저,80,71057,디젤,gray,7.223295679562314
3시리즈,47,35839,디젤,black,8.11701408773731
크루즈,64,49050,가솔린,gray,6.994849985833071
G80,64,78901,가솔린,gray,7.908754738783246
아반떼,77,160104,가솔린,white,6.7226297948554485
G80,66,40000,가솔린,gray,8.11701408773731
그랜저,79,64381,hybrid,gray,7.490529402060711
코란도,113,103020,디젤,black,6.236369590203704
K5,104,120216,가솔린,gray,7.00397413672268
그랜저,57,92583,가솔린,black,7.62608275807238
아반떼,56,76895,가솔린,white,7.208600337960199
쏘나타,75,90351,가솔린,white,7.346655163176539
G80,56,90000,가솔린,white,7.687080155783135
G80,53,68000,가솔린,black,7.965545573129992
쏘나타,137,71000,가솔린,gray,6.311734809152915
G70,47,55729,가솔린,gray,8.157943507105037
K5,131,145194,가솔린,gray,6.396929655216146
5시리즈,15,1660,가솔린,white,8.66406026722579
K7,39,34000,가솔린,black,7.824445930877619
K7,46,34701,가솔린,gray,7.878912912297132
K7,32,20000,LPG,gray,7.897668150726906
K3,70,83795,가솔린,black,7.065613363597717
3시리즈,114,125950,가솔린,gray,7.1316985104669115
G80,67,50276,가솔린,black,8.02322468471667
그랜저,58,105142,LPG,black,7.409136443920128
K7,38,30259,가솔린,black,7.783640596221253
5시리즈,52,37962,디젤,white,8.30671904320269
쏘나타,22,13996,가솔린,black,7.62608275807238
쏘나타,113,140790,LPG,white,6.55250788703459
그랜저,62,64085,가솔린,black,7.396948602621014
K7,57,125949,가솔린,white,7.496097345175956
3시리즈,60,41793,가솔린,white,7.976251943745623
K7,61,69000,hybrid,gray,8.055475141757274
K5,21,15626,가솔린,gray,7.9624156801210635
5시리즈,58,33000,디젤,white,8.407601514786142
그랜저,61,143123,가솔린,black,7.3658128372094716
쏘나타,69,70137,가솔린,black,7.346655163176539
K5,36,25407,가솔린,gray,7.640603826393634
그랜저,34,28873,LPG,white,7.820439515262181
쏘나타,44,68792,가솔린,black,7.5126175446745105
K7,97,239589,가솔린,black,6.660575149839686
A6,98,86275,디젤,gray,7.650168700845001
K7,112,70748,LPG,white,7.00397413672268
K7,72,67868,가솔린,black,7.7279755421055585
K5,43,36296,가솔린,black,7.62608275807238
그랜저,63,27451,가솔린,gray,7.783640596221253
K3,108,42518,가솔린,gray,6.478509642208569
K5,140,204442,가솔린,black,6.309918278226516
쏘나타,94,34936,가솔린,gray,7.346655163176539
K7,63,50987,가솔린,black,7.824445930877619
5시리즈,32,30100,가솔린,white,8.665785595466064
G80,37,30685,가솔린,black,8.268731832117737
크루즈,94,75052,디젤,gray,6.673297967767654
그랜저,159,113023,가솔린,black,5.638354669333745
A7,104,120000,가솔린,gray,7.600902459542082
코란도,110,100000,디젤,black,6.447305862541213
파사트,81,113000,디젤,black,6.928537818164665
K3,58,101093,가솔린,gray,6.947937068614969
E클래스,41,41640,가솔린,gray,8.550821372396221
아반떼,77,67959,가솔린,white,7.02197642307216
코란도,61,130177,디젤,white,7.353081920515432
아반떼,81,120000,디젤,black,6.792344427470809
그랜저,59,28000,가솔린,gray,7.844240718141811
아반떼,74,75000,가솔린,gray,6.8885724595653635
A6,45,36963,디젤,white,8.146419323098003
E클래스,19,6258,디젤,white,8.639587799629844
쏘나타,81,51153,가솔린,gray,6.878326468291325
그랜저,104,240000,LPG,black,6.907755278982137
골프,92,52165,디젤,white,7.3658128372094716
그랜저,56,39003,가솔린,black,7.7752758464868625
K7,57,78270,가솔린,black,7.528869256642251
K5,126,124092,가솔린,white,6.53813982376767
그랜저,57,76818,hybrid,gray,7.897668150726906
3시리즈,150,74497,가솔린,gray,6.478509642208569
티구안,102,136530,디젤,gray,7.048386408721883
말리부,74,144323,가솔린,black,6.673297967767654
그랜저,61,6065,가솔린,black,7.820439515262181
K5,56,39000,디젤,white,7.313220387090301
아반떼,72,95781,디젤,white,6.957497370876951
K5,110,76956,LPG,black,6.647688373563329
K7,131,170000,가솔린,white,6.3818160174060985
아반떼,57,98872,가솔린,white,7.307202314764738
5시리즈,109,90769,가솔린,white,7.719129840906732
K7,49,52190,디젤,gray,7.736743682453495
아반떼,129,154684,가솔린,gray,6.255750041753367
아반떼,104,115631,가솔린,gray,6.447305862541213
파사트,102,92000,가솔린,white,6.647688373563329
아반떼,117,88472,가솔린,white,6.311734809152915
그랜저,67,47721,디젤,black,7.396335293800808
A4,70,45338,디젤,white,7.901377353792616
5시리즈,54,47726,디젤,gray,8.240385115516334
K3,71,130214,디젤,black,6.7464121285733745
E클래스,36,36000,가솔린,white,8.699514748210191
K7,53,48569,가솔린,black,7.640603826393634
3시리즈,129,106330,가솔린,gray,6.508769136971682
쏘나타,90,132159,LPG,white,6.769641976852503
C클래스,64,185000,디젤,white,7.650168700845001
골프,142,234324,디젤,gray,5.991464547107982
K5,23,18959,가솔린,black,8.055475141757274
A6,168,260900,가솔린,gray,6.19644412779452
그랜저,50,74705,LPG,gray,7.779466967458324
코란도,60,123653,디젤,gray,7.057036981697891
그랜저,41,13469,디젤,black,7.67368812926773
아반떼,77,85084,가솔린,black,7.155396301896734
그랜저,54,32983,가솔린,gray,7.8826922062890254
아반떼,58,69925,가솔린,gray,7.208600337960199
아반떼,125,135900,가솔린,black,6.214608098422191
E클래스,52,38687,가솔린,white,8.433811582477187
쏘나타,139,200000,가솔린,white,6.066108090103747
G80,49,44966,가솔린,black,8.30671904320269
G80,57,30000,가솔린,white,8.37816098272068
3시리즈,198,156000,가솔린,gray,5.968707559985366
그랜저,180,105365,가솔린,gray,5.831882477283517
K7,63,115341,가솔린,white,7.372118028337787
아반떼,104,95000,가솔린,white,6.53813982376767
A6,105,121256,디젤,black,7.280008252884188
